District,School Name,UDISE Code,School Management,School Category,Notification Uploaded,Trees Planted,Tree Uploaded
GHAZIABAD,RAJ INTER COLL SANTOSHI BIHAR LONI,09090104032,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,RAMKAUR PUBLIC HR SEC SCHOOL,09090102256,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,RAVI HIER SECONDRY SCHOOL BAG RANAP LONI GHAZIABAD,09090105505,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,S D INTER COLLEGE,09090104041,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,26,Yes
GHAZIABAD,S S INTERNATIONAL SR SEC SCHOOL,09090102283,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,3,Yes
GHAZIABAD,S.V. VIDYA MANDIR INTER COLLEGE,09090100117,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,14,Yes
GHAZIABAD,"SALWAN PUBLIC SCHOOL, TRONICA CITY, LONI, GHAZIABAD",09090106305,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,13,Yes
GHAZIABAD,SANTI NIKETAN H SEC SCH,09090104021,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
GHAZIABAD,SANTOSH INTER COLLEGE,09090100120,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIABAD,SARDAR PATEL PUBLIC SEC SCHOOL,09090108001,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,SARSWATI INTER COLLEGE LONI,09090104040,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,18,Yes
GHAZIABAD,SARSWATI VIDYA MANDIR INTER COLL BALRAM NAGAR LONI,09090101702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,SARVODAY  KISAN INT. COLLEGE,09090101605,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,84,Yes
GHAZIABAD,SBSG INTER COLLEGE,09090108701,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,2,Yes
GHAZIABAD,SHRI BUDH SINGH MEMORIAL PUBLI,09090105219,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
GHAZIABAD,SHRI GANDHISMARAK INTER COLEGE,09090104009,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,78,Yes
GHAZIABAD,SHRI SHYAM SINGH MEMORIAL INTER COLLEGE NANOO,09090104048,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
GHAZIABAD,SOFIYA INTER COLL,09090104016,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,SPRING FIELD CONVENT HIGH SCHOOL,09090107601,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
GHAZIABAD,SPRINGVILLE PUBLIC SCHOOL,09090100124,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,SRI VEER BAL SINGH PARTAP BIHAR KHODA COLL,09090102260,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,ST ANTONY SCHOOL KHORA,09090102602,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,ST THOMAS SCHOOL,09090102304,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,569,Yes
GHAZIABAD,ST. THOMAS SCHOOL LONI,09090106818,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,34,Yes
GHAZIABAD,SURESH DEVI MEMORIAL INTER COLLEGE,09094100046,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,2,Yes
GHAZIABAD,SWAMI PARMA NANAD KANYA VIDYALAY GANOLI,09090104030,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,18,Yes
GHAZIABAD,SWAMI VIVEKANAND HIGHER SEC SCHOOL,09090108801,Private Unaided Recognized,Secondary only (9–10),No,18,Yes
GHAZIABAD,Sewa Bharti Sewa Dham Vidya Mandir,09090106813,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,Shri mahipal memorial inter college,09090105809,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,VIDHYA VALLEY PUBLIC SCHOOL,09090105261,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,VIJAY SINGH PATHIK H SECSCHOOL,09090104029,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,VIKAS PUBLIC INTER COLLEGE,00909010528,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIABAD,Zennext Public School,09090104203,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,ADARSH SHIKSHA SADAN INTER COLLEGE,09090305844,Government Aided,Upper Primary to Higher Secondary (6–12),No,20,Yes
GHAZIABAD,AUM SUN PUBLIC SCHOOL,09090306105,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,B.K.D.M INTERNATIONAL COLLEGE,09090302408,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,22,Yes
GHAZIABAD,BABA INTER COLLEGE,09090306301,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,BABA PUBLIC SCHOOL JALALABAD MURADNAGAR,09090302407,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
GHAZIABAD,BIRHAM RISHI BIRHAM DUT INTER COLL,09090302015,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,20,Yes
GHAZIABAD,CH. CHARAN SINGH SMARAK JANTA INTER COLLEGE,09090305912,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,6,Yes
GHAZIABAD,CHAMELI DEVI DURGA PRASAD SMARAK KANYA INTER COLLEGE SONDA,09090302006,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,13,Yes
GHAZIABAD,DGR PUBLIC SCHOOL PATLA,09090305915,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,EKLAVYA PUBLIC SCHOOL,09090302405,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,17,Yes
GHAZIABAD,GANDHI VIDYALAY INTER COLLEGE RAWOLI KALAN,09090302009,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,21,Yes
GHAZIABAD,GAYATRI DEVI  MAHILA VIDYAPEETH INT COLLEGE,09090305914,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,GENIUS  PUBLIC SCHOOL,09090305877,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,GOVT HIGHER SEC VIDYALAY MATOOR,09090302013,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,70,Yes
GHAZIABAD,Heritage Academy Sadabad Jakheba Abupur Muradnagar,09090303106,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,56,Yes
GHAZIABAD,JAWAHAR GIRLS INTER COLLEGE ORD,09090305849,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1233,Yes
GHAZIABAD,K N INTER COLLEGE MURAD NAGAR,09090305852,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,84,Yes
GHAZIABAD,KRISNA VIDYA NIKETAN,09090305869,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,LEELAWATI RAMGOPAL S.V.M.H.S. SCHOOL,09090305846,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,12,Yes
GHAZIABAD,M.S.S.I.C.,09090302003,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,88,Yes
GHAZIABAD,MANGAT RAM KANYA HIG SEC PATLA,09090302004,Government Aided,Upper Primary to Secondary (6–10),Yes,0,No
GHAZIABAD,MOUNT CARMEL SCHOOL MURADNAGAR,09090305878,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,MURADNAGAR PUBLIC SCHOOL,09090305862,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIABAD,NAITIK CONVENT INTER COLLEGE,09090300113,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,NANAK CHAND JANTA INTER COLLEGE,09090303807,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,71,Yes
GHAZIABAD,NAV JEEVAN JANTA INTER COLLEGE,09090305847,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
GHAZIABAD,NEHRU SMRAK VIDDYALAY INTER COLLEGE SURANA,09090302008,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,78,Yes
GHAZIABAD,NEW SARASWATI INTER COLLEGE SALEMABAD MURADNAGAR,09090301502,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,PURNGYANANJALI INTER COLLEGE,09090302505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,PURNGYANANJALI INTERNATIONAL SCHOOL,09090302507,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,SANJAY GANDHI BALIKA INTER COLLEGE,09090306009,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,87,Yes
GHAZIABAD,"SARASWATI U.P.S.,SALEMABAD",09090301402,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,SHRI HANS INTER COLLEGE,09090305845,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
GHAZIABAD,SHRI KRISHAN INTER COLLEGE,09090306008,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,130,Yes
GHAZIABAD,SSK Public School,09090301903,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,5,Yes
GHAZIABAD,St. Giri Inter College Khimawati Ghaziabad,09090300605,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,18,Yes
GHAZIABAD,TRINITY INTERNATIONAL PUBLIC SCHOOL,09090303110,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,TULSIRAM MAHESHWARI PUBLIC SCHOOL,09090302102,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,154,Yes
GHAZIABAD,UNIQUE INTERNATIONAL PUBLIC SCHOOL,09090305880,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,36,Yes
GHAZIABAD,VIDHYA JYOTI PUBLIC SCHOOL,09094100601,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
GHAZIABAD,A K CHILDREN ACADEMY,09090204403,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
GHAZIABAD,AARYA BANDHU PUBLIC SCHOOL,09090201549,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,3,Yes
GHAZIABAD,ADARSH KANYA VIDYALAYA HIGHER SECONDARY SCHOOL,09090201521,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,20,Yes
GHAZIABAD,ADHYATMIC NAGAR INTER COLLEGE,09090201516,Government Aided,Primary to Higher Secondary (1–12),Yes,177,Yes
GHAZIABAD,AL-HIRA PUBLIC SCHOOL,09090201513,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,ARYA BANDHU BALIKA INTER COLLEGE SADAT NAGAR IKLA DASNA,09090201523,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,1,Yes
GHAZIABAD,AYSHA PUBLIC SCHOOL GHAZIABAD,09090201017,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,13,Yes
GHAZIABAD,AZAD MEMORIAL INTER COLLEGE,09090201514,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,86,Yes
GHAZIABAD,B A V HR SEC SCHOOL ATOUR NANGAL,09090204504,Government Aided,Secondary only (9–10),Yes,40,Yes
GHAZIABAD,BUDDHO DEVI PREMSINGH MEMORIAL HIGHER SECONDARY SCHOOL,09090204811,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIABAD,DELHI WORLD PUBLIC SCHOOL PILKHUA,09090201553,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,1,Yes
GHAZIABAD,DR AMBEDKAR INTER COLLEGE,09090204805,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,31,Yes
GHAZIABAD,GOVT HIGER SEC SCHOOL,09090201104,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,80,Yes
GHAZIABAD,GOVT HIGH SCHOOL NOORPUR,09090200110,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,83,Yes
GHAZIABAD,GURUKUL THE SCHOOL,09090201539,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,HAPPY MODEL JUNIOR HIGH SCHOOL,09090200205,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,JVS MEMORIAL PUBLIC SCHOOL,09090206003,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,KRIST RAJA JUNIOR HIGH SCHOOL,09090201009,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
GHAZIABAD,LOKMANYA TILAK JANTA INTER COLLEGE MORTA,09090202505,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,35,Yes
GHAZIABAD,"M.A.S. HIGH SCHOOL, MAYUR VIHAR",09090201511,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
GHAZIABAD,MAHARAJA AGARSAIN PUBLI SCHOOL,09090200111,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,21,Yes
GHAZIABAD,MUNESHWAR DATT SHARMA HIGHER SEC. SCHOOL,09090202404,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
GHAZIABAD,NEW CHHOTE LAL INTER COLLEGE,09090204204,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,NIDA  INTER COLLEGE,09090202504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
GHAZIABAD,NYADRMAL MAHESHWARI VIDYAPEETH JHS DHABARSI,09090201018,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,86,Yes
GHAZIABAD,REHNUMA E QOUM ISLAMIYA INTER COLLEGE NAHAL GHAZIABAD,09090200915,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,16,Yes
GHAZIABAD,Radicon School,09090201608,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,2,Yes
GHAZIABAD,"S.V.B.P.INTER COLLEGE, DAUSABANJARPUR",09090200404,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
GHAZIABAD,SAINT FRANCIS HIGH SCHOOL BHIKANPUR,09090202006,Government Aided,Secondary only (9–10),Yes,38,Yes
GHAZIABAD,SEWA ASHRAM U.P.SCHOOL,09090204602,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,33,Yes
GHAZIABAD,SHIVOY SCHOOL,09090201903,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
GHAZIABAD,SIR CHHOTU RAM KANYA INTER COLLEGE,09090203403,Government Aided,Primary to Higher Secondary (1–12),Yes,70,Yes
GHAZIABAD,SUNDAR MEMORIAL PUBLIC JR.HIGH,09090200307,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIABAD,SUNDER MEMORIAL HIGH SCHOOL NOORPUR GHAZIABAD,09090200312,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
GHAZIABAD,Shri Onkar Singh Memorial public school,09090200113,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIABAD,THE DPSG INTERNATIONAL MISALGARHI,09090200405,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
GHAZIABAD,sunderdeep world school,09090201541,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,35,Yes
GHAZIPUR,AMARNATH PURVANCHAL U.M.V. - 1989,09651407507,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,AMEEL ABDUL GAFUR U.M.V. MANTA,09651407705,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,"BABA SATYARAM S S UMV, SAHJATPUR - 2009",09651407505,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,BHAGIRATHI BALIKA INTER COLLEGE,09651401705,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,DALIMSS SUNBEAM SCHOOL GANDHINAGAR,09651400305,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,DR. BHIMRAO AMBEDKAR U.M.V. MANIKCHANDPUR,09651406104,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,H.M.I.C.HARTMANPUR,09651407401,Government Aided,Primary to Higher Secondary (1–12),Yes,151,Yes
GHAZIPUR,HARINARAYAN SINGH I C AKATAHI TAJPUR DEHAMA,09654103584,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,1,Yes
GHAZIPUR,J.J.I.C.GANDINAGAR SADDOPUR,09651400303,Government Aided,Upper Primary to Higher Secondary (6–12),No,3,Yes
GHAZIPUR,JHARKHANDEY MAHADEV RASHTRIYA .I.C. SHER KARIMUDDINPUR,09651410701,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,41,Yes
GHAZIPUR,KASHINATH INTERNATIONAL PUBLIC SCHOOL,09651402303,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,KISAN INTER COLLEGE,09651404308,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,12,Yes
GHAZIPUR,KISHAN MAJDOOR I.C.GANPATINAGER NEWADA,09651402003,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,10,Yes
GHAZIPUR,LATE DEVRAJ I.C. RAMBHAJANPUR,09651409501,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIPUR,MAA JYOTI SHIV GOVIND HS HARDASPUR -1950,09651402404,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,OM PARKASH BLIRAM VIDHAYAPEETH SINGHNI -1928,09651411501,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIPUR,P R INTERNATIONAL SCHOOL,09651400112,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,"S S P U M V SAHAJRAMPUR, BAREJI - 1571",09651409811,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,S.GANDHI I.C. DHOTARI ,09651404505,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,124,Yes
GHAZIPUR,SAHAJANAND SINGH UMV PIHULI - 1945,09651403605,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,SRI AMARNATH UMV GOVINDPUR - 1956,09651402504,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,SRI HIRA GYANODYA UMV BHARAULI KALA - 1943,09651403809,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,SRI KRISHNA YADAV I.C.-1991,09651407506,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,SRI YOGENDRA SINGH BADGAIYA. CHAUHAN INTER COLLEGE BAREJI-1748,09651409808,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,7,Yes
GHAZIPUR,"SUDHA RAJ U.M.V. RAMDASPUR, KAMSARI",09651402104,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,"ADARSH MADHYAMIK VIDYALAY, BHADAURA",09650104615,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,BARA I.C.COLLEGE BARA,09650100811,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
GHAZIPUR,"CRESCENT CONVENT SCHOOL, USIYA",09650105012,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,"DALIMSS SUNBEAM SCHOOL, RAKSHAN, BHADAURA (CBSE)",09650104107,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,1,Yes
GHAZIPUR,DR. KAMATA PRASHAD SHARMA S.N. U.M.V. DILDARNAGAR,09650102010,Government Aided,Secondary only (9–10),Yes,0,No
GHAZIPUR,FATIMA GIRLS I.C. DILDARNAGAR,09650108105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,GAHMAR I.C.GAHMAR,09650102415,Government Aided,Upper Primary to Higher Secondary (6–12),No,5,Yes
GHAZIPUR,GOVT.G.I.C.DILDARNAGAR,09650102009,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,67,Yes
GHAZIPUR,GOVT.G.I.C.GAHMAR,09650102414,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,17,Yes
GHAZIPUR,IQRA  MODEL S.(UPS) BARA,09650100813,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,1,Yes
GHAZIPUR,JAHAGIRIA G.H.S. USIA,09650105006,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,KAMAKHYA VIDYAPEETH I.C. SEWARAI,09650104616,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,KUSH SMARAK GIRLS U.M.V. DILDARNAGAR,09650102011,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
GHAZIPUR,LATE JAGMANI UMV DEOKALI BHADAURA ,09654103470,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,NEW SHAH FAIZ PUBLIC SCHOOL DILDARNAGAR,09650102110,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,R.K.A.S.I.C.DILDARNAGAR,09650102104,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,12,Yes
GHAZIPUR,"RAINBOW INTERNATIONAL SCHOOL, BAHURA, DILDARNAGAR",09650100509,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
GHAZIPUR,S.K.B.M.I.C.DILDARNAGAR,09650105011,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,55,Yes
GHAZIPUR,SARVODAY I.C. SAYAR,09650104407,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
GHAZIPUR,ST XAVIERS SCHOOL,09650103903,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,SUBASH CHANDRA BOSE SUNRISE I.C.  SCHOOL GAHAMAR,09650102425,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,7,Yes
GHAZIPUR,SUNBEAM SCHOOL,09650101816,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
GHAZIPUR,SWAMI VIVEKANAND CONVENT HIGH SCHOOL,09650102907,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIPUR,TRIVENI I.C. SAYAR,09650104408,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
GHAZIPUR,"VASUDEO MEMORIAL SHIKSHA NIKETAN, GAHMAR - 1941",09650102429,Private Unaided Recognized,Secondary only (9–10),No,0,No
GHAZIPUR,"VIVEK U.M.V. DEWAL, BHADAURA",09650101811,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
GHAZIPUR,A.I.C.GODAUR,09651302104,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,81,Yes
GHAZIPUR,A.I.C.JOGA MUSHAHIB,09651307302,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,39,Yes
GHAZIPUR,AMAR H.S. SCHOOL,09651300304,Government Aided,Secondary only (9–10),Yes,0,No
