#,School Name,District,Block Name,UDISE ID
74284,PRATHAMIK VIDYALAY BHARAHU KHATA,FAIZABAD,BIKAPUR,9470213302
74285,PRATHAMIK VIDYALAY BHATAULI,FAIZABAD,MILKIPUR,9471204703
74286,PRATHAMIK VIDYALAY BIKAPUR,FAIZABAD,BIKAPUR,9471700201
74287,PRATHAMIK VIDYALAY BODHARI,FAIZABAD,BIKAPUR,9470211501
74288,PRATHAMIK VIDYALAY CHANDAULI,FAIZABAD,BIKAPUR,9470213102
74289,PRATHAMIK VIDYALAY DARABGANJ (TORO MAPHI),FAIZABAD,BIKAPUR,9470205401
74290,PRATHAMIK VIDYALAY DEHRIAUNVA,FAIZABAD,BIKAPUR,9470206201
74291,PRATHAMIK VIDYALAY DEVAPUR,FAIZABAD,BIKAPUR,9470208701
74292,PRATHAMIK VIDYALAY DHENUWAWAN,FAIZABAD,BIKAPUR,9470202301
74293,PRATHAMIK VIDYALAY DIHAWA PANDEY KA PURA,FAIZABAD,BIKAPUR,9470212606
74294,PRATHAMIK VIDYALAY DUBAWAN,FAIZABAD,BIKAPUR,9470210001
74295,PRATHAMIK VIDYALAY GANDAE,FAIZABAD,BIKAPUR,9470209009
74296,PRATHAMIK VIDYALAY GEENJA,FAIZABAD,BIKAPUR,9470200704
74297,PRATHAMIK VIDYALAY GORVA,FAIZABAD,MILKIPUR,9471206801
74298,PRATHAMIK VIDYALAY GOVINDPUR,FAIZABAD,BIKAPUR,9470209201
74299,PRATHAMIK VIDYALAY GUJRA MAU,FAIZABAD,MILKIPUR,9471208301
74300,PRATHAMIK VIDYALAY HARI KA PURWA,FAIZABAD,BIKAPUR,9470213004
74301,PRATHAMIK VIDYALAY HARIVANSHPUR,FAIZABAD,BIKAPUR,9470208101
74302,PRATHAMIK VIDYALAY HRIDAYEEPUR,FAIZABAD,BIKAPUR,9470208403
74303,PRATHAMIK VIDYALAY ISMILEPUR,FAIZABAD,BIKAPUR,9470203201
74304,PRATHAMIK VIDYALAY JAINPUR,FAIZABAD,BIKAPUR,9470203501
74305,PRATHAMIK VIDYALAY JERUWA,FAIZABAD,BIKAPUR,9470203901
74306,PRATHAMIK VIDYALAY JORIYAM - I,FAIZABAD,MILKIPUR,9471203901
74307,PRATHAMIK VIDYALAY JORIYAM - II,FAIZABAD,MILKIPUR,9471203902
74308,PRATHAMIK VIDYALAY KARANPUR,FAIZABAD,BIKAPUR,9470210501
74309,PRATHAMIK VIDYALAY KARAUNDI MAFI,FAIZABAD,BIKAPUR,9470201601
74310,PRATHAMIK VIDYALAY KARAUNDIYA,FAIZABAD,BIKAPUR,9470212607
74311,PRATHAMIK VIDYALAY KAROUNDI,FAIZABAD,BIKAPUR,9470202201
74312,PRATHAMIK VIDYALAY KHAJURAHAT,FAIZABAD,BIKAPUR,9470209001
74313,PRATHAMIK VIDYALAY KHANPUR,FAIZABAD,MILKIPUR,9471200701
74314,PRATHAMIK VIDYALAY KHARIYAUNA,FAIZABAD,MILKIPUR,9471204501
74315,PRATHAMIK VIDYALAY KHEMPUR CHANDAI,FAIZABAD,BIKAPUR,9470201001
74316,PRATHAMIK VIDYALAY KHEOLI,FAIZABAD,BIKAPUR,9470203101
74317,PRATHAMIK VIDYALAY KHIDIRPUR,FAIZABAD,BIKAPUR,9470213401
74318,PRATHAMIK VIDYALAY KINHUPUR,FAIZABAD,MILKIPUR,9471201001
74319,PRATHAMIK VIDYALAY KODAILA,FAIZABAD,BIKAPUR,9470205601
74320,PRATHAMIK VIDYALAY KODRA MUSALMIN,FAIZABAD,BIKAPUR,9470206101
74321,PRATHAMIK VIDYALAY KUMBHI,FAIZABAD,MILKIPUR,9471206601
74322,PRATHAMIK VIDYALAY MAHAWAN DUBAWAN,FAIZABAD,BIKAPUR,9470210701
74323,PRATHAMIK VIDYALAY MAHMADBHARI,FAIZABAD,BIKAPUR,9470207202
74324,PRATHAMIK VIDYALAY MAJHA SONOURA,FAIZABAD,BIKAPUR,9470212701
74325,PRATHAMIK VIDYALAY MAJHOULI,FAIZABAD,BIKAPUR,9470202401
74326,PRATHAMIK VIDYALAY MAJRUDDINPUR,FAIZABAD,BIKAPUR,9470207301
74327,PRATHAMIK VIDYALAY MATHIYA,FAIZABAD,BIKAPUR,9470203309
74328,PRATHAMIK VIDYALAY MATHIYA PROMA,FAIZABAD,BIKAPUR,9470213602
74329,PRATHAMIK VIDYALAY MAU,FAIZABAD,BIKAPUR,9470211401
74330,PRATHAMIK VIDYALAY MOURAUVA,FAIZABAD,BIKAPUR,9470206601
74331,PRATHAMIK VIDYALAY MUMARIJ NAGAR,FAIZABAD,BIKAPUR,9470206801
74332,PRATHAMIK VIDYALAY NANDAN KA PURA,FAIZABAD,BIKAPUR,9470210303
74333,PRATHAMIK VIDYALAY NEWNA PURAB,FAIZABAD,BIKAPUR,9470212101
74334,PRATHAMIK VIDYALAY NUVAUVA VAIDRA,FAIZABAD,BIKAPUR,9470211801
74335,PRATHAMIK VIDYALAY PAKDRI DURGADASPUR,FAIZABAD,BIKAPUR,9470205201
74336,PRATHAMIK VIDYALAY PALI PURAB,FAIZABAD,BIKAPUR,9470212901
74337,PRATHAMIK VIDYALAY PANDEY POKHER,FAIZABAD,MILKIPUR,9471201003
74338,PRATHAMIK VIDYALAY PARAKHANI,FAIZABAD,MILKIPUR,9471201101
74339,PRATHAMIK VIDYALAY PAROMA,FAIZABAD,BIKAPUR,9470213601
74340,PRATHAMIK VIDYALAY PARSAULI,FAIZABAD,MILKIPUR,9471205301
74341,PRATHAMIK VIDYALAY PUHANPI,FAIZABAD,BIKAPUR,9470201501
74342,PRATHAMIK VIDYALAY PURA HULASI DUBE,FAIZABAD,BIKAPUR,9470208402
74343,PRATHAMIK VIDYALAY PURAB GAON,FAIZABAD,MILKIPUR,9471210501
74344,PRATHAMIK VIDYALAY PURE AMEER PANDEY,FAIZABAD,BIKAPUR,9470207007
74345,PRATHAMIK VIDYALAY PURE KUBRI PANDIT RAMPUR PAREI,FAIZABAD,BIKAPUR,9471701101
74346,PRATHAMIK VIDYALAY PURE NAKU,FAIZABAD,BIKAPUR,9470211602
74347,PRATHAMIK VIDYALAY PURE PANAI,FAIZABAD,BIKAPUR,9470212602
74348,PRATHAMIK VIDYALAY PURE SITARAM TIWARI,FAIZABAD,BIKAPUR,9470202306
74349,PRATHAMIK VIDYALAY PURELALA,FAIZABAD,BIKAPUR,9470210101
74350,PRATHAMIK VIDYALAY RAJEPUR CHAKIYA,FAIZABAD,BIKAPUR,9470202004
74351,PRATHAMIK VIDYALAY RAM NAGAR,FAIZABAD,BIKAPUR,9470211901
74352,PRATHAMIK VIDYALAY RAMAIPUR,FAIZABAD,BIKAPUR,9470201301
74353,PRATHAMIK VIDYALAY RAMPUR BHAGAN,FAIZABAD,BIKAPUR,9470204301
74354,PRATHAMIK VIDYALAY RANDAULI (P. PALI),FAIZABAD,BIKAPUR,9470213001
74355,PRATHAMIK VIDYALAY ROOPIPUR,FAIZABAD,BIKAPUR,9470209202
74356,PRATHAMIK VIDYALAY SAGARPUR,FAIZABAD,BIKAPUR,9470204401
74357,PRATHAMIK VIDYALAY SAHAJPUR,FAIZABAD,BIKAPUR,9470201401
74358,PRATHAMIK VIDYALAY SAHAUVA,FAIZABAD,BIKAPUR,9470210401
74359,PRATHAMIK VIDYALAY SARIYANVA,FAIZABAD,MILKIPUR,9471207801
74360,PRATHAMIK VIDYALAY SATNA,FAIZABAD,BIKAPUR,9470205301
74361,PRATHAMIK VIDYALAY SHERPUR,FAIZABAD,BIKAPUR,9470203701
74362,PRATHAMIK VIDYALAY SONIHAUVA,FAIZABAD,MILKIPUR,9471204801
74363,PRATHAMIK VIDYALAY SONKHARI,FAIZABAD,BIKAPUR,9470204501
74364,PRATHAMIK VIDYALAY SWARNVARSA MUSALMIN,FAIZABAD,BIKAPUR,9470205801
74365,PRATHAMIK VIDYALAY TAKHNIPUR,FAIZABAD,BIKAPUR,9470207905
74366,PRATHAMIK VIDYALAY THAMOLI BHANJAN,FAIZABAD,MILKIPUR,9471202201
74367,PRATHAMIK VIDYALAY TRILOKPUR NAVEEN,FAIZABAD,MAYA,9470703706
74368,PRATHAMIK VIDYALAY UMARNI PIPRI,FAIZABAD,BIKAPUR,9470204901
74369,PRATHAMIK VIDYALAY USRI,FAIZABAD,BIKAPUR,9470211101
74370,PRATHAMIK VIDYALAY VASUDEVPUR,FAIZABAD,BIKAPUR,9470205501
74371,PRATHAMIK VIDYALAY VISHNOHARPUR,FAIZABAD,BIKAPUR,9470202302
74372,PRATHAMIK VIDYALAYA RAMNAGAR DHAURHARA II COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471000302
74373,PRATHAMIK VIDYALAYA ABU SARAI,FAIZABAD,AYODHYA TOWN AREA,9471500101
74374,PRATHAMIK VIDYALAYA AGATHUA,FAIZABAD,SOHAWAL,9471005401
74375,PRATHAMIK VIDYALAYA AVDHESH NAGAR,FAIZABAD,SOHAWAL,9471000702
74376,PRATHAMIK VIDYALAYA BAIDRAPUR COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471006802
74377,PRATHAMIK VIDYALAYA BANPUKRA,FAIZABAD,SOHAWAL,9471003402
74378,PRATHAMIK VIDYALAYA BARAI KALAN,FAIZABAD,SOHAWAL,9471000201
74379,PRATHAMIK VIDYALAYA BENIPUR,FAIZABAD,SOHAWAL,9471005501
74380,PRATHAMIK VIDYALAYA BHAWANAYA PUR,FAIZABAD,SOHAWAL,9471004702
74381,PRATHAMIK VIDYALAYA BIRAULI-II,FAIZABAD,SOHAWAL,9471006703
74382,PRATHAMIK VIDYALAYA BISAULI,FAIZABAD,SOHAWAL,9471001102
74383,PRATHAMIK VIDYALAYA BISHUNPUR SARA,FAIZABAD,SOHAWAL,9471005001
74384,PRATHAMIK VIDYALAYA DAKSHINPARA,FAIZABAD,SOHAWAL,9471003401
74385,PRATHAMIK VIDYALAYA DEORAKOT,FAIZABAD,SOHAWAL,9471002601
74386,PRATHAMIK VIDYALAYA DEWAI,FAIZABAD,SOHAWAL,9471003901
74387,PRATHAMIK VIDYALAYA DHOBI GHTAWA,FAIZABAD,SOHAWAL,9471005203
74388,PRATHAMIK VIDYALAYA DIGAMBARPUR,FAIZABAD,SOHAWAL,9471002605
74389,PRATHAMIK VIDYALAYA DOSTPUR RAGGU,FAIZABAD,SOHAWAL,9471001701
74390,PRATHAMIK VIDYALAYA GARHA NASIRPUR,FAIZABAD,SOHAWAL,9471007702
74391,PRATHAMIK VIDYALAYA GORVA,FAIZABAD,SOHAWAL,9471001501
74392,PRATHAMIK VIDYALAYA HARIBANDHANPUR COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471002001
74393,PRATHAMIK VIDYALAYA IBRAHIMPUR KUNDAI COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471003701
74394,PRATHAMIK VIDYALAYA ITAWA,FAIZABAD,SOHAWAL,9471003902
74395,PRATHAMIK VIDYALAYA JAPTI,FAIZABAD,AYODHYA TOWN AREA,9471502201
74396,PRATHAMIK VIDYALAYA KALAFARPUR,FAIZABAD,SOHAWAL,9471001801
74397,PRATHAMIK VIDYALAYA KARERU,FAIZABAD,SOHAWAL,9471003001
74398,PRATHAMIK VIDYALAYA KATRA II,FAIZABAD,SOHAWAL,9471004104
74399,PRATHAMIK VIDYALAYA LAHRAPUR,FAIZABAD,SOHAWAL,9471004201
74400,PRATHAMIK VIDYALAYA MAHOLI,FAIZABAD,SOHAWAL,9471000401
74401,PRATHAMIK VIDYALAYA MAJNAUWA,FAIZABAD,SOHAWAL,9471005201
74402,PRATHAMIK VIDYALAYA MIRPUR KANTA COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471004901
74403,PRATHAMIK VIDYALAYA NAKA,FAIZABAD,AYODHYA TOWN AREA,9471501901
74404,PRATHAMIK VIDYALAYA PARANAPUR,FAIZABAD,SOHAWAL,9471002701
74405,PRATHAMIK VIDYALAYA PAYASI KA PURAWA,FAIZABAD,SOHAWAL,9471007002
74406,PRATHAMIK VIDYALAYA PILKHAWAN,FAIZABAD,SOHAWAL,9471002501
74407,PRATHAMIK VIDYALAYA PINAUWA,FAIZABAD,SOHAWAL,9471003801
74408,PRATHAMIK VIDYALAYA PURE MAHTAB,FAIZABAD,SOHAWAL,9471001403
74409,PRATHAMIK VIDYALAYA PURE RAMDIN,FAIZABAD,SOHAWAL,9471007802
74410,PRATHAMIK VIDYALAYA PURE TIKA PANDEY,FAIZABAD,SOHAWAL,9471003601
74411,PRATHAMIK VIDYALAYA RAHIMPUR BADAULI,FAIZABAD,SOHAWAL,9471001001
74412,PRATHAMIK VIDYALAYA RAM NAGAR DHAURHARA - I,FAIZABAD,SOHAWAL,9471000301
74413,PRATHAMIK VIDYALAYA RAMPUR GRANT COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471003301
74414,PRATHAMIK VIDYALAYA SAADATGANJ II COMPOSITE 1 TO 8,FAIZABAD,AYODHYA TOWN AREA,9471500103
74415,PRATHAMIK VIDYALAYA SADHU KA PURWA COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471004902
74416,PRATHAMIK VIDYALAYA SAHABGANJ -1,FAIZABAD,AYODHYA TOWN AREA,9471500601
74417,PRATHAMIK VIDYALAYA SAHABGANJ-II,FAIZABAD,AYODHYA TOWN AREA,9471500701
74418,PRATHAMIK VIDYALAYA SAIDPUR,FAIZABAD,SOHAWAL,9471000402
74419,PRATHAMIK VIDYALAYA SANAHA,FAIZABAD,SOHAWAL,9471004401
74420,PRATHAMIK VIDYALAYA SARAI NAMU,FAIZABAD,SOHAWAL,9471001401
74421,PRATHAMIK VIDYALAYA SARANGAPUR,FAIZABAD,SOHAWAL,9471001101
74422,PRATHAMIK VIDYALAYA SETH KA PURA,FAIZABAD,SOHAWAL,9471001802
74423,PRATHAMIK VIDYALAYA SIHAITA LOHANI,FAIZABAD,SOHAWAL,9471003101
74424,PRATHAMIK VIDYALAYA SOURI,FAIZABAD,SOHAWAL,9471003504
74425,PRATHAMIK VIDYALAYA SURWARI,FAIZABAD,SOHAWAL,9471005301
74426,PRATHAMIK VIDYALAYA TAHSINPUR,FAIZABAD,SOHAWAL,9471004101
74427,PRATHAMIK VIDYALAYA TANDVA,FAIZABAD,SOHAWAL,9471003201
74428,PRATHAMIK VIDYALAYA THEUNGA,FAIZABAD,SOHAWAL,9471002801
74429,PRATHAMIK VIDYALAYA UCHITPUR,FAIZABAD,SOHAWAL,9471005101
74430,PRATHAMIK VIDYALAYA . HAIDARGANJ,FAIZABAD,AYODHYA TOWN AREA,9471501801
74431,PRATHAMIK VIDYALAYA BADAN KA PURWA,FAIZABAD,SOHAWAL,9471001104
74432,PRATHAMIK VIDYALAYA BEGUMPURA,FAIZABAD,AYODHYA TOWN AREA,9471301201
74433,PRATHAMIK VIDYALAYA DHARMALPUR,FAIZABAD,SOHAWAL,9471006404
74434,PRATHAMIK VIDYALAYA DINKERPUR,FAIZABAD,SOHAWAL,9471004402
74435,PRATHAMIK VIDYALAYA JANKIGHAT,FAIZABAD,AYODHYA TOWN AREA,9471301701
74436,PRATHAMIK VIDYALAYA KALANDARPUR,FAIZABAD,MAYA,9470705908
74437,PRATHAMIK VIDYALAYA KATRA - II,FAIZABAD,AYODHYA TOWN AREA,9471301603
74438,PRATHAMIK VIDYALAYA KUNDURKHA KHURD,FAIZABAD,SOHAWAL,9471003603
74439,PRATHAMIK VIDYALAYA NEWADA,FAIZABAD,SOHAWAL,9471006002
74440,PRATHAMIK VIDYALAYA PRATHAMIK VIDYALAYA DHERA MOOSI COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471000901
74441,PRATHAMIK VIDYALAYA PURE LUXAN TIWARI,FAIZABAD,SOHAWAL,9471005303
74442,PRATHAMIK VIDYALAYA RANOPALI,FAIZABAD,AYODHYA TOWN AREA,9471301501
74443,PRATHAMIK VIDYALAYA SUCHITAGANJ I COMPOSITE 1 TO 8,FAIZABAD,SOHAWAL,9471006302
74444,PRATHAMIK VIDYALAYA YADAV SARAIYA,FAIZABAD,SOHAWAL,9471001402
74445,PRATHAMIK VIDYALAYA. KATRA - 1,FAIZABAD,AYODHYA TOWN AREA,9471301602
74446,PRATHAMIK VIDYALY KHUSKA,FAIZABAD,RUDAULI,9470908202
74447,PRATHAMIK VIDYALY . DALSARAI,FAIZABAD,RUDAULI,9470905802
74448,PRATHAMIK VIDYALY .MUTAULI,FAIZABAD,RUDAULI,9470900503
74449,PRATHAMIK VIDYALY BAJAULI,FAIZABAD,RUDAULI,9470905105
74450,PRATHAMIK VIDYALY MUSKABAD,FAIZABAD,RUDAULI,9470902102
74451,PRATHAMIK VIDYALY NAYA PURWA,FAIZABAD,RUDAULI,9470906904
74452,PRATHAMIK VIDYALY RAM SARANDAS PUR COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470911901
74453,PRATHAMIK VIDYALY SOFIYANA,FAIZABAD,RUDAULI,9472300501
74454,PRATHAMIK VIDYALY SUJAGANJ - II,FAIZABAD,RUDAULI,9470902302
74455,PRATHAMIKVIDYALAYA KHURDABAD,FAIZABAD,AYODHYA TOWN AREA,9471500702
74456,PRATHAMIKVIDYALY .HARIHARPUR KAYASTHAN COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470917001
74457,PRATHAMIKVIDYALY .MARAUCHAPURB,FAIZABAD,RUDAULI,9470917101
74458,PRATHAMIKVIDYALY AHIRANPURWA,FAIZABAD,RUDAULI,9470907603
74459,PRATHAMIKVIDYALY ARJANI PUR,FAIZABAD,RUDAULI,9470915603
74460,PRATHAMIKVIDYALY BARAI TARAI,FAIZABAD,RUDAULI,9470917201
74461,PRATHAMIKVIDYALY BETAULI,FAIZABAD,RUDAULI,9470912501
74462,PRATHAMIKVIDYALY CHAUDHARY KA PURWA,FAIZABAD,RUDAULI,9470915502
74463,PRATHAMIKVIDYALY GAUHANNA,FAIZABAD,RUDAULI,9470916201
74464,PRATHAMIKVIDYALY GOGAURA,FAIZABAD,RUDAULI,9470905803
74465,PRATHAMIKVIDYALY JUNEDPUR,FAIZABAD,RUDAULI,9470914801
74466,PRATHAMIKVIDYALY MAKHDUMI,FAIZABAD,RUDAULI,9470909704
74467,PRATHAMIKVIDYALY MISA COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470911601
74468,PRATHAMIKVIDYALY NAYAGANJ I COMPOSITE 1 TO 5,FAIZABAD,RUDAULI,9472300201
74469,PRATHAMIKVIDYALY PAHARPUR,FAIZABAD,RUDAULI,9470908901
74470,PRATHAMIKVIDYALY RAZAGANJ,FAIZABAD,RUDAULI,9470915901
74471,PRATHAMIKVIDYALY SALLAHPUR,FAIZABAD,RUDAULI,9470909205
74472,PRATHAMIKVIDYALY SANDRI,FAIZABAD,RUDAULI,9470913801
74473,PRATHAMIKVIDYALY VIKAVAL,FAIZABAD,RUDAULI,9470916801
74474,PRATHAMIKVIDYALY WAJIDPUR,FAIZABAD,RUDAULI,9470915501
74475,PRATHAMIKVIDYALY. BAN MAU COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470909301
74476,PRATHAMIKVIDYALY. BARELA COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470909401
74477,PRATHAMIKVIDYALY. FARIDPUR,FAIZABAD,RUDAULI,9470909501
74478,PRATHAMIKVIDYALY. JAMUNIYA MAU,FAIZABAD,RUDAULI,9470910901
74479,PRATHAMIKVIDYALY. KAITHI,FAIZABAD,RUDAULI,9470912901
74480,PRATHAMIKVIDYALY. LALUVAPUR COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470910401
74481,PRATHAMIKVIDYALY. MAHMOOD MAU,FAIZABAD,RUDAULI,9470909001
74482,PRATHAMIKVIDYALY. MIRZAPUR,FAIZABAD,RUDAULI,9470910601
74483,PRATHAMIKVIDYALY. PURE KALHANS,FAIZABAD,RUDAULI,9470910201
74484,PRATHAMIKVIDYALY. SALLAHPUR,FAIZABAD,RUDAULI,9470912902
74485,PRATHAMIKVIDYALY. SHUKLA PUR,FAIZABAD,RUDAULI,9470909801
74486,PRATHAMIKVIDYALY. TALGAON COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470909601
74487,PRATHAMIKVIDYALY.AMHATA,FAIZABAD,RUDAULI,9470910001
74488,PRATHAMIKVIDYALY.BALAIYA,FAIZABAD,RUDAULI,9470911504
74489,PRATHAMIKVIDYALY.BHAULI,FAIZABAD,RUDAULI,9470909901
74490,PRATHAMIKVIDYALY.GARAUDRA,FAIZABAD,RUDAULI,9470914701
74491,PRATHAMIKVIDYALY.JAKHIYA,FAIZABAD,RUDAULI,9470911102
74492,PRATHAMIKVIDYALY.JARYAL KALA,FAIZABAD,RUDAULI,9470915201
74493,PRATHAMIKVIDYALY.KADIRPUR,FAIZABAD,RUDAULI,9470911001
74494,PRATHAMIKVIDYALY.KOPEPUR COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470913501
74495,PRATHAMIKVIDYALY.KOTRA,FAIZABAD,RUDAULI,9470913301
74496,PRATHAMIKVIDYALY.MATHA NEWADA COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470909101
74497,PRATHAMIKVIDYALY.MEENAPUR,FAIZABAD,RUDAULI,9470910701
74498,PRATHAMIKVIDYALY.NEOTI,FAIZABAD,RUDAULI,9470911801
74499,PRATHAMIKVIDYALYAHAR,FAIZABAD,RUDAULI,9470911501
74500,PRATHAMIKVIDYALYBARAWAN,FAIZABAD,RUDAULI,9470910102
74501,PRATHAMIKVIDYALYBIJDRI,FAIZABAD,RUDAULI,9470911903
74502,PRATHAMIKVIDYALYFIROZPUR MAKHDUMI COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470909701
74503,PRATHAMIKVIDYALYJALALPUR,FAIZABAD,RUDAULI,9470908806
74504,PRATHAMIKVIDYALYKODARA,FAIZABAD,RUDAULI,9470911508
74505,PRATHAMIKVIDYALYKOLWA,FAIZABAD,RUDAULI,9470910501
74506,PRATHAMIKVIDYALYMANAPUR,FAIZABAD,RUDAULI,9470910502
74507,PRATHAMIKVIDYALYMURADABAD,FAIZABAD,RUDAULI,9470915401
74508,PRATHAMIKVIDYALYNAYA PURWA,FAIZABAD,RUDAULI,9470908805
74509,PRATHAMIKVIDYALYPURE GARAUHAN,FAIZABAD,RUDAULI,9470910104
74510,PRATHAMIKVIDYALYPURE GULJAR,FAIZABAD,RUDAULI,9470911507
74511,PRATHAMIKVIDYALYPURE PEHLI,FAIZABAD,RUDAULI,9470908712
74512,PRATHAMIKVIDYALYRASOOLPUR KHURD COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470912601
74513,PRATHAMIKVIDYALYSARAI HAMID,FAIZABAD,RUDAULI,9470911101
74514,PRATHAMIKVIDYALYSARAI MANJHAN,FAIZABAD,RUDAULI,9470911401
74515,PRATHAMIKVIDYALYSARAI NASIR COMPOSITE 1 TO 8,FAIZABAD,RUDAULI,9470914201
74516,PRATHAMIKVIDYALYSARKATIA,FAIZABAD,RUDAULI,9470912401
74517,PRATHAMIKVIDYALYSOHSA,FAIZABAD,RUDAULI,9470912201
74518,PRATHAMIKVIDYALYWAKARPUR,FAIZABAD,RUDAULI,9470908807
74519,PRATHIM VIDHYALAY MAKSUDANPUR,FAIZABAD,TARUN,9471104003
74520,PRATHIMIK VIDAYALAY AMSIN-I,FAIZABAD,MAYA,9470700101
74521,PRATHIMIK VIDAYALAY AMSIN-II,FAIZABAD,MAYA,9470700102
74522,PRATHIMIK VIDAYALAY ANKARIPUR,FAIZABAD,MAYA,9470701201
74523,PRATHIMIK VIDAYALAY BAIHARI,FAIZABAD,MAYA,9470707001
74524,PRATHIMIK VIDAYALAY BARAULI,FAIZABAD,MAYA,9470701501
74525,PRATHIMIK VIDAYALAY BENWA-II,FAIZABAD,MAYA,9470712702
74526,PRATHIMIK VIDAYALAY BERA,FAIZABAD,MAYA,9470703801
74527,PRATHIMIK VIDAYALAY BHADIPUR,FAIZABAD,MAYA,9470712903
74528,PRATHIMIK VIDAYALAY BHITAURA,FAIZABAD,MAYA,9470707401
74529,PRATHIMIK VIDAYALAY BHNHAVA,FAIZABAD,MAYA,9470707402
74530,PRATHIMIK VIDAYALAY BIRSHAHPUR COMPOSITE 1 TO 8,FAIZABAD,MAYA,9470706401
74531,PRATHIMIK VIDAYALAY BODHIPUR,FAIZABAD,MAYA,9470707201
74532,PRATHIMIK VIDAYALAY CHHATARA,FAIZABAD,MAYA,9470712301
74533,PRATHIMIK VIDAYALAY CHIRKITHA,FAIZABAD,MAYA,9470702902
74534,PRATHIMIK VIDAYALAY DALEL KA PURA,FAIZABAD,MAYA,9470710803
74535,PRATHIMIK VIDAYALAY DALPATPUR II COMPOSITE 1 TO 8,FAIZABAD,MAYA,9470704002
74536,PRATHIMIK VIDAYALAY DALPATPUR-I,FAIZABAD,MAYA,9470704001
74537,PRATHIMIK VIDAYALAY DEVA SURYA BHANPUR,FAIZABAD,MAYA,9470704302
74538,PRATHIMIK VIDAYALAY DEVGIRIYA,FAIZABAD,MAYA,9470706901
74539,PRATHIMIK VIDAYALAY DEVRA COMPOSITE 1 TO 8,FAIZABAD,MAYA,9470704201
74540,PRATHIMIK VIDAYALAY DHARUPUR,FAIZABAD,MAYA,9470704501
74541,PRATHIMIK VIDAYALAY DILASIGANJ,FAIZABAD,MAYA,9470701701
74542,PRATHIMIK VIDAYALAY GADDOPUR,FAIZABAD,MAYA,9470703001
74543,PRATHIMIK VIDAYALAY GANESHPUR,FAIZABAD,MAYA,9470702901
74544,PRATHIMIK VIDAYALAY GOKULPUR,FAIZABAD,MAYA,9470702601
74545,PRATHIMIK VIDAYALAY GOPALPUR,FAIZABAD,MAYA,9470702802
74546,PRATHIMIK VIDAYALAY GOSAINGANJ-II,FAIZABAD,MAYA,9471400101
74547,PRATHIMIK VIDAYALAY HARDI,FAIZABAD,MAYA,9470711701
74548,PRATHIMIK VIDAYALAY HUSAINPUR SUJANPUR,FAIZABAD,MAYA,9470712103
74549,PRATHIMIK VIDAYALAY ISHAPUR,FAIZABAD,MAYA,9470700801
74550,PRATHIMIK VIDAYALAY JAGDISHPUR NAVEEN,FAIZABAD,MAYA,9470707004
74551,PRATHIMIK VIDAYALAY JAGDISHPUR TANDAULI COMPOSITE 1 TO 8,FAIZABAD,MAYA,9470703301
74552,PRATHIMIK VIDAYALAY JANGALPUR,FAIZABAD,MAYA,9470713001
74553,PRATHIMIK VIDAYALAY JARAHI COMPOSITE 1 TO 8,FAIZABAD,MAYA,9470712001
74554,PRATHIMIK VIDAYALAY KAJIPUR,FAIZABAD,MAYA,9470711901
74555,PRATHIMIK VIDAYALAY KAKRAHA BIRAMPUR,FAIZABAD,MAYA,9470701903
74556,PRATHIMIK VIDAYALAY KANAKPUR,FAIZABAD,MAYA,9470701301
74557,PRATHIMIK VIDAYALAY KARAMPUR,FAIZABAD,MAYA,9470711503
74558,PRATHIMIK VIDAYALAY KHACHULWA,FAIZABAD,MAYA,9470704904
74559,PRATHIMIK VIDAYALAY KOURRILA,FAIZABAD,MAYA,9470702602
74560,PRATHIMIK VIDAYALAY LALPUR,FAIZABAD,MAYA,9470710901
74561,PRATHIMIK VIDAYALAY LALPUR NAVEEN,FAIZABAD,MAYA,9470710903
74562,PRATHIMIK VIDAYALAY MAHARAJIPUR,FAIZABAD,MAYA,9470712601
74563,PRATHIMIK VIDAYALAY MATHIYA SARAIYA,FAIZABAD,MAYA,9470711301
74564,PRATHIMIK VIDAYALAY MAYA,FAIZABAD,MAYA,9470707901
74565,PRATHIMIK VIDAYALAY MEDNIPUR,FAIZABAD,MAYA,9470708001
