District,School,Block,UDISE ID,Saplings
KUSHINAGAR,P.P. AHIR TOLA DUMMARBHAR,PADARAUNA,09590110006,2
KUSHINAGAR,P.P.BHISWA SARKARI,PADARAUNA,09590110101,4
KUSHINAGAR,J H S BHISWA SARKARI,PADARAUNA,09590110102,8
KUSHINAGAR,P.P.LAMAKAN,PADARAUNA,09590110301,12
KUSHINAGAR,P.P.HARAIYA BUJURG,PADARAUNA,09590110401,1
KUSHINAGAR,SHITAL DEVI U.M.V. HARAIYA BUJURG,,09590110405,5
KUSHINAGAR,P.P. HARKA GHURMAL,PADARAUNA,09590110501,33
KUSHINAGAR,P P SARYA DIH,PADARAUNA,09590110602,8
KUSHINAGAR,J.H.S. SARYA (1 to 8 COMPOSITE),PADARAUNA,09590110603,1
KUSHINAGAR,MADARSA EHL. B. NAHRUM J. NAGAI SARAYA,PADARAUNA,09590110604,1
KUSHINAGAR,J H S KUBER NATH,PADARAUNA,09590110702,5
KUSHINAGAR,RAJKUMAR H.S. KUBERNATH,PADARAUNA,09590110704,133
KUSHINAGAR,LATE RAGHUNATH TRIPATHI HS SCHOOL KUBERNATH,PADARAUNA,09590110705,1
KUSHINAGAR,J.H.S. PARSAUNI KALA (1 to 8 COMPOSITE),PADARAUNA,09590110803,14
KUSHINAGAR,P.P.MELA NAGARI,PADARAUNA,09590110901,5
KUSHINAGAR,J.H.S. BATARDERA (1 to 8 COMPOSITE),PADARAUNA,09590111006,8
KUSHINAGAR,P.P. CHAKIYA,PADARAUNA,09590111101,4
KUSHINAGAR,J.H.S. BASDILA PALIYA MILKI (1 to 8 COMPOSITE),PADARAUNA,09590111202,1
KUSHINAGAR,P.P.SISAWA MATHIYA,PADARAUNA,09590111301,1
KUSHINAGAR,J H S SISAWA MATHIYA,PADARAUNA,09590111302,3
KUSHINAGAR,P.P. NAUKA TOLA SISAWA MATHIYA,PADARAUNA,09590111304,5
KUSHINAGAR,P.P.PIPARA SUJAN,PADARAUNA,09590111501,1
KUSHINAGAR,P.P.SIKATA KALA,PADARAUNA,09590111601,16
KUSHINAGAR,P P SIKATA CHHOTA,PADARAUNA,09590111604,17
KUSHINAGAR,J H S SIKATA,PADARAUNA,09590111605,18
KUSHINAGAR,P.P.BADHAWALIYA KHURD,PADARAUNA,09590111701,1
KUSHINAGAR,J.H.S. BELAHI SHUKL (1 to 8 COMPOSITE),PADARAUNA,09590111802,30
KUSHINAGAR,P.P.NAHAR CHHAPARA EST,PADARAUNA,09590111901,43
KUSHINAGAR,P.P. JUNGLE KURMAUL,PADARAUNA,09590111903,12
KUSHINAGAR,P.P.PARASADPUR,PADARAUNA,09590112001,2
KUSHINAGAR,P.P.SONADIYAVISHUNPUR,PADARAUNA,09590112101,1
KUSHINAGAR,J.H.S. RAVINDRA NAGAR (1 to 8 COMPOSITE),PADARAUNA,09590112202,4
KUSHINAGAR,P.P.RASUL PUR,PADARAUNA,09590112301,2
KUSHINAGAR,P.P.CHABEYA TOLA,PADARAUNA,09590112303,1
KUSHINAGAR,P.P. GULELAHA,PADARAUNA,09590112401,2
KUSHINAGAR,P.P.BAIJANATHPUR,PADARAUNA,09590112501,12
KUSHINAGAR,P.P.BAJU PATTI (BAIJANATHPUR),PADARAUNA,09590112502,6
KUSHINAGAR,P.P. BAIJANATHPUR BABU TOLA,PADARAUNA,09590112504,3
KUSHINAGAR,P.P.HARAIYA KHURD,PADARAUNA,09590112601,1
KUSHINAGAR,J.H.S. BASAHIYA (1 to 8 COMPOSITE),PADARAUNA,09590112702,1
KUSHINAGAR,P.P. PIPRA BASHIYA,PADARAUNA,09590112704,2
KUSHINAGAR,P.P.BAHADURGANJ,PADARAUNA,09590113001,2
KUSHINAGAR,P.P.KHADDA BUJURG,PADARAUNA,09590113101,3
KUSHINAGAR,P.P KHADDA BUJURG KHAN TOLA,PADARAUNA,09590113104,18
KUSHINAGAR,P.P.MISHRA PATTI,PADARAUNA,09590113201,2
KUSHINAGAR,P.P.PIPARA JATAMPUR,PADARAUNA,09590113301,7
KUSHINAGAR,J.H.S. PIPARA  JATAMPUR,PADARAUNA,09590113302,1
KUSHINAGAR,P.P. NAUKA TOLA PIPIRAJATAMPUR,PADARAUNA,09590113303,10
KUSHINAGAR,RAMKIRTA I.C PIPARA JATAMPUR,PADARAUNA,09590113304,2
KUSHINAGAR,P.P. DAMAVATIYA,PADARAUNA,09590113501,5
KUSHINAGAR,P.P.RATANAWA,PADARAUNA,09590113601,10
KUSHINAGAR,P.P.MATIHANIYA KHURD,PADARAUNA,09590113701,9
KUSHINAGAR,P.P.NADAH PREETAM TOLA,PADARAUNA,09590113802,17
KUSHINAGAR,J.H.S. NADAH,PADARAUNA,09590113803,2
KUSHINAGAR,P.P.KOHADA,PADARAUNA,09590114001,5
KUSHINAGAR,J.H.S. KOHRA,PADARAUNA,09590114002,1
KUSHINAGAR,P.P.ANCHALPATTI,PADARAUNA,09590114101,1
KUSHINAGAR,J.H.S. MAHARANI (1 to 8 COMPOSITE),PADARAUNA,09590114202,2
KUSHINAGAR,P.P.KEWAL CHHAPARA,PADARAUNA,09590114301,1
KUSHINAGAR,P.P.JUNGALDHARMPUR CHAURIYA,PADARAUNA,09590114401,1
KUSHINAGAR,J.H.S. JUN. DHARMPUR CH. BHARPATIA,PADARAUNA,09590114402,12
KUSHINAGAR,P.P.HIRANAHAN,PADARAUNA,09590114501,1
KUSHINAGAR,P.P.VISHUNPURRAMDHAM,PADARAUNA,09590114601,13
KUSHINAGAR,P.P.AHIRAULI,PADARAUNA,09590114701,1
KUSHINAGAR,J.H.S. NONIYA PATTI (1 to 8 COMPOSITE),PADARAUNA,09590114905,13
KUSHINAGAR,J.H.S. CHAMAKI TOLA (1 to 8 COMPOSITE),PADARAUNA,09590115003,1
KUSHINAGAR,J H S DAL BAHADUR CHHAPARA,PADARAUNA,09590115201,70
KUSHINAGAR,P.P. SHIVPUR BUJURG OJHA TOLA,PADARAUNA,09590115501,4
KUSHINAGAR,P.P. BABU TOLA PADARI,PADARAUNA,09590115601,9
KUSHINAGAR,J.H.S. JUNGAL HANUMAN GANJ (1 to 8 COMPOSITE),PADARAUNA,09590115901,2
KUSHINAGAR,J.H.S. JUNGAL BAKULAHA (1 to 8 COMPOSITE),PADARAUNA,09590116002,2
KUSHINAGAR,P P RATANAWA KHASS,PADARAUNA,09590116101,5
KUSHINAGAR,J.H.S. RATANWA (1 to 8 COMPOSITE),PADARAUNA,09590116103,4
KUSHINAGAR,J.H.S. JUNGAL GAY GHAT (1 to 8 COMPOSITE),PADARAUNA,09590116202,2
KUSHINAGAR,P P BELAWANIYA,PADARAUNA,09590116301,4
KUSHINAGAR,P P MOHAN PATTI,PADARAUNA,09590116401,9
KUSHINAGAR,P P LANGADI,PADARAUNA,09590116601,5
KUSHINAGAR,P.P. MATIYARWA HARIJAN TOLI,PADARAUNA,09590116701,4
KUSHINAGAR,P.P. CHHOTKA PIPRA,PADARAUNA,09590116801,2
KUSHINAGAR,P.P. BARHYACHHAPAR,PADARAUNA,09590116901,1
KUSHINAGAR,P.P. KOIRI TOLA,PADARAUNA,09590117001,4
KUSHINAGAR,J.H.S. DUMARI MALAW,SUKRAULI,09590200101,17
KUSHINAGAR,P.P.KHOTTHA,SUKRAULI,09590200201,7
KUSHINAGAR,J H S KHOTTHA,SUKRAULI,09590200204,38
KUSHINAGAR,J.H.S. RAMPUR (1 to 8 COMPOSITE),SUKRAULI,09590200302,23
KUSHINAGAR,J.H.S. SIHULIYA (1 to 8 COMPOSITE),SUKRAULI,09590200303,38
KUSHINAGAR,P.P.GAURA PADARI,SUKRAULI,09590200401,5
KUSHINAGAR,P.P.LILAHI KOTHI,SUKRAULI,09590200402,22
KUSHINAGAR,P.P.KARMAHIYA KOTHI,SUKRAULI,09590200403,18
KUSHINAGAR,P.P.MAHUAHIYAN PADARI,SUKRAULI,09590200404,16
KUSHINAGAR,P.P.KARMAHIYA PADARI,SUKRAULI,09590200405,16
KUSHINAGAR,P.P.HEDA PADARI,SUKRAULI,09590200406,15
KUSHINAGAR,P.P.PADARI,SUKRAULI,09590200407,26
KUSHINAGAR,JHS PADARI,SUKRAULI,09590200408,3
KUSHINAGAR,P P BHALUHI PADARI,SUKRAULI,09590200412,7
KUSHINAGAR,J.H.S. GAURA PADARI,SUKRAULI,09590200413,14
KUSHINAGAR,P.P DHAMUR,SUKRAULI,09590200414,15
KUSHINAGAR,P.P.RAMPUR SOHARAUNA,SUKRAULI,09590200502,29
KUSHINAGAR,J.H.S. PASI TOLA RAMPUR SOHRAUNA (1 to 8 COMPOSITE),SUKRAULI,09590200503,82
KUSHINAGAR,P.P KEWAHI TOLA,SUKRAULI,09590200504,30
KUSHINAGAR,P.P.AHIRAULI NAVIN,SUKRAULI,09590200602,33
KUSHINAGAR,J.H.S. AHIRAULI BAZAR (1 to 8 COMPOSITE),SUKRAULI,09590200605,37
KUSHINAGAR,P.P.MOHANPUR,SUKRAULI,09590200701,60
KUSHINAGAR,JHS MOHAN PUR,SUKRAULI,09590200702,32
KUSHINAGAR,J.H.S. RAMPUR BUJURG (1 to 8 COMPOSITE),SUKRAULI,09590200802,70
KUSHINAGAR,P.P.BARSAINA,SUKRAULI,09590200902,52
KUSHINAGAR,P.P. SAMAEAINA BARSAINA,SUKRAULI,09590200903,56
KUSHINAGAR,J H S BARSAINA,SUKRAULI,09590200904,107
KUSHINAGAR,P.P.BARIYA,SUKRAULI,09590201101,27
KUSHINAGAR,J.H.S. NAWAPAR (1 to 8 COMPOSITE),SUKRAULI,09590201202,61
KUSHINAGAR,P.P.SIRSIYA 2,SUKRAULI,09590201301,33
KUSHINAGAR,JANATA I C SIRASIYA02,SUKRAULI,09590201302,2
KUSHINAGAR,J.H.S. BANGARA DEUR (1 to 8 COMPOSITE),SUKRAULI,09590201403,84
KUSHINAGAR,P.P.KUSUMHA,SUKRAULI,09590201501,8
KUSHINAGAR,JHS KUSAMAHA,SUKRAULI,09590201502,25
KUSHINAGAR,P.P.SAKHAULI,SUKRAULI,09590201601,7
KUSHINAGAR,P.P.MAHUAWA 2,SUKRAULI,09590201701,16
KUSHINAGAR,P.P.MAHUAWA,SUKRAULI,09590201702,66
KUSHINAGAR,S S ANU PAP DHANAHA,SUKRAULI,09590201703,2
KUSHINAGAR,J.H.S. MAHUAWA TOLA DHANAHA,SUKRAULI,09590201705,17
KUSHINAGAR,P.P.LEHANI 2,SUKRAULI,09590201801,9
KUSHINAGAR,P.P.LEHANI,SUKRAULI,09590201802,32
KUSHINAGAR,R SING H INTER COLLEGE LEHANI,SUKRAULI,09590201803,28
KUSHINAGAR,J.H.S. LEHANI,SUKRAULI,09590201805,22
KUSHINAGAR,P.P. BARAULLI,SUKRAULI,09590201806,31
KUSHINAGAR,SMT MAHANTHA SAHU H.V. LEHANI,SUKRAULI,09590201807,3
KUSHINAGAR,J.H.S. SUMHATAR (1 to 8 COMPOSITE),SUKRAULI,09590201902,36
KUSHINAGAR,P.P. MOTI PAKAD KAVILSAHA,SUKRAULI,09590202001,7
KUSHINAGAR,J.H.S. MOTI PAKAD KAVILSAHA (1 to 8 COMPOSITE),SUKRAULI,09590202002,28
KUSHINAGAR,P.P.DEOKALI,SUKRAULI,09590202101,23
KUSHINAGAR,J.H.S. BELWA BABU,SUKRAULI,09590202102,3
KUSHINAGAR,P.P.CHATUR CHAK,SUKRAULI,09590202201,54
KUSHINAGAR,J.H.S. NAUMUNDA (1 to 8 COMPOSITE),SUKRAULI,09590202302,31
KUSHINAGAR,J.H.S. PIPRA LALMAN (1 to 8 COMPOSITE),SUKRAULI,09590202403,14
KUSHINAGAR,P.P. AWARAWAN,SUKRAULI,09590202501,25
KUSHINAGAR,J.H.S. AWARAWAN,SUKRAULI,09590202502,11
KUSHINAGAR,P.P.HNASKHOR,SUKRAULI,09590202601,34
KUSHINAGAR,J.H.S. HNASKHOR,SUKRAULI,09590202602,33
KUSHINAGAR,J.H.S. MAHUI (1 to 8 COMPOSITE),SUKRAULI,09590202702,26
KUSHINAGAR,J.H.S. BELAWA BALAUA (1 to 8 COMPOSITE),SUKRAULI,09590202802,61
KUSHINAGAR,KISAN  I.C. BELWA BALUA,SUKRAULI,09590202803,8
KUSHINAGAR,J.H.S. PIPRA HUMEL (1 to 8 COMPOSITE),SUKRAULI,09590202902,9
KUSHINAGAR,J.H.S PATANI (1 to 8 COMPOSITE),SUKRAULI,09590203002,17
KUSHINAGAR,P.P.HARPUR SUKKHAR,SUKRAULI,09590203101,47
KUSHINAGAR,P.P. MOTI PAKAD,SUKRAULI,09590203102,3
KUSHINAGAR,P.P.SEMARAHIYA KHOTTHA,SUKRAULI,09590203201,38
KUSHINAGAR,P.P.GANESHPUR,SUKRAULI,09590203301,30
KUSHINAGAR,P.P.KARMAHAN UGRSEN,SUKRAULI,09590203401,12
KUSHINAGAR,J.H.S. CHHAPIYA (1 to 8 COMPOSITE),SUKRAULI,09590203502,35
KUSHINAGAR,P.P.LOHAJHAR,SUKRAULI,09590203601,12
KUSHINAGAR,P.P PARSA,SUKRAULI,09590203603,11
KUSHINAGAR,P.P.BHAGAWANPUR BUJURG,SUKRAULI,09590203701,17
KUSHINAGAR,J.H.S. JEHALI TOLA (1 to 8 COMPOSITE),SUKRAULI,09590203702,32
KUSHINAGAR,P.P.KARJAHA GHAT,SUKRAULI,09590203803,44
KUSHINAGAR,J.H.S. MATH SURAJ GIR (1 to 8 COMPOSITE),SUKRAULI,09590203804,36
KUSHINAGAR,P.P.PIPARA URF TITILA,SUKRAULI,09590204002,103
KUSHINAGAR,P.P.PIPARAHIYA URF TITILA,SUKRAULI,09590204003,15
KUSHINAGAR,J.H.S. PIPARA (1 to 8 COMPOSITE),SUKRAULI,09590204005,12
KUSHINAGAR,INDIAN PUB SEC HHS,,09590204007,5
KUSHINAGAR,ZENITH PUBLIC SCHOOL,,09590204010,10
KUSHINAGAR,P.P.SEMARI MAHESHPUR,SUKRAULI,09590204101,38
KUSHINAGAR,P.P. MAHESHPUR,SUKRAULI,09590204102,8
KUSHINAGAR,P.P.PAIKAULI LALA,SUKRAULI,09590204201,46
KUSHINAGAR,J.H.S. PAIKAULI LALA,SUKRAULI,09590204204,15
KUSHINAGAR,J.H.S. JAGDISHPUR (1 to 8 COMPOSITE),SUKRAULI,09590204302,46
KUSHINAGAR,P.P.BADHAYA BUJURG JOGIBIR,SUKRAULI,09590204401,63
KUSHINAGAR,P.P.BADHAYA BUJURG,SUKRAULI,09590204402,39
KUSHINAGAR,JHS  BADHYA BUJURG,SUKRAULI,09590204403,34
KUSHINAGAR,P.P.PIDARA,SUKRAULI,09590204502,19
KUSHINAGAR,J.H.S. KATAIYA PIDARA  (1 to 8 COMPOSITE),SUKRAULI,09590204504,61
KUSHINAGAR,J.H.S. GOVINDPUR,SUKRAULI,09590204505,40
KUSHINAGAR,P.P. AHIRVATI,SUKRAULI,09590204506,38
KUSHINAGAR,P.P. GOPAL TOLA,SUKRAULI,09590204507,20
KUSHINAGAR,P.P. BHIKHA TOLA,SUKRAULI,09590204508,26
KUSHINAGAR,P.P.MATHIYA,SUKRAULI,09590204601,17
KUSHINAGAR,J.H.S. MATHIYA,SUKRAULI,09590204602,3
KUSHINAGAR,J.H.S. MAHADANPUR SIHULIYA (1 to 8 COMPOSITE),SUKRAULI,09590204702,12
KUSHINAGAR,P.P.BHISWAMATH BALGIR,SUKRAULI,09590204801,36
KUSHINAGAR,P.P.SINGHPUR,SUKRAULI,09590204901,33
KUSHINAGAR,P.P BENDUWAR,SUKRAULI,09590204903,32
KUSHINAGAR,P.P.VISHUNPUR THUTHI,SUKRAULI,09590205001,30
KUSHINAGAR,P.P.VIJAYI KAF,SUKRAULI,09590205101,17
KUSHINAGAR,P.P.BANCHARA,SUKRAULI,09590205201,34
KUSHINAGAR,P.P.BARAIPUR BANCHARA,SUKRAULI,09590205202,11
KUSHINAGAR,P.P.CHILUA,SUKRAULI,09590205301,26
KUSHINAGAR,P.P TADI TOLA,SUKRAULI,09590205302,6
KUSHINAGAR,P.P.POKHARIYA RAMPUR,SUKRAULI,09590205402,41
KUSHINAGAR,P.P.BHAGAWANPUR KHURD,SUKRAULI,09590205502,45
KUSHINAGAR,P.P.KHOHARAULI,SUKRAULI,09590205601,44
KUSHINAGAR,P.P.MUNDERA BABU,SUKRAULI,09590205701,40
KUSHINAGAR,P.P.BASANTPUR,SUKRAULI,09590205801,61
KUSHINAGAR,P.P.NAIPUR,SUKRAULI,09590205901,14
KUSHINAGAR,P.P NAIPUR AHIRWATI,SUKRAULI,09590205902,13
KUSHINAGAR,P.P.SENDUAR,SUKRAULI,09590206001,31
KUSHINAGAR,F B SL M V AHIRAULI/SENDUAR,SUKRAULI,09590206002,1
KUSHINAGAR,P.P.MORWAN URF GOPALA,SUKRAULI,09590206101,15
KUSHINAGAR,P.P.VISHUNPURA,SUKRAULI,09590206201,64
KUSHINAGAR,P.P.KOTAWA,SUKRAULI,09590206301,28
KUSHINAGAR,P.P.BELAWA BABU 2,SUKRAULI,09590206402,7
KUSHINAGAR,P.P.PAKADI,SUKRAULI,09590206501,11
KUSHINAGAR,P.P.PAGARA,SUKRAULI,09590206601,19
KUSHINAGAR,P.P. LOHRAHIYA,SUKRAULI,09590206701,48
KUSHINAGAR,P.P. DAKAHI,SUKRAULI,09590206702,33
KUSHINAGAR,P.P.BALUA RAMPUR SHRIPAL,SUKRAULI,09590206901,10
KUSHINAGAR,P.P.DUMARI MALAW,SUKRAULI,09590207001,29
KUSHINAGAR,P.P.NONIYA PATTI,SUKRAULI,09590207002,24
KUSHINAGAR,J H S BHATGAONWA,SUKRAULI,09590207102,40
KUSHINAGAR,P.P. BHATGAWA,SUKRAULI,09590207103,50
KUSHINAGAR,P.P.JOLAHPURAWA,SUKRAULI,09590207301,17
KUSHINAGAR,J.H.S. SUKARAULI,SUKRAULI,09590207402,49
KUSHINAGAR,N I C SUKARAULI,SUKRAULI,09590207404,8
KUSHINAGAR,J.H.S. SUKARAULI 2 (1 to 8 COMPOSITE),SUKRAULI,09590207405,53
KUSHINAGAR,KGBV SUKRAULI,SUKRAULI,09590207406,102
KUSHINAGAR,P.P.CHAK NILKANTH,SUKRAULI,09590207501,8
KUSHINAGAR,J.H.S. PARSIYA (1 to 8 COMPOSITE),SUKRAULI,09590207603,33
KUSHINAGAR,J.H.S. BRINDAWAN (1 to 8 COMPOSITE),SUKRAULI,09590207702,16
KUSHINAGAR,P.P.GIDAHA DHANAHA,SUKRAULI,09590207802,39
KUSHINAGAR,J.H.S. DHANAHA (GIDAHA) (1 to 8 COMPOSITE),SUKRAULI,09590207804,35
KUSHINAGAR,P.P.MISHRAULI,SUKRAULI,09590208202,37
KUSHINAGAR,J H S MISHRAULI,SUKRAULI,09590208203,56
KUSHINAGAR,P.P.DEOTAHAN,SUKRAULI,09590208302,41
KUSHINAGAR,J.H.S. DEOTAHA,SUKRAULI,09590208303,19
KUSHINAGAR,P.P. DEOTAHA PURVI TOLA,SUKRAULI,09590208304,31
KUSHINAGAR,J.H.S. BELWA BUJURG (1 to 8 COMPOSITE),SUKRAULI,09590208402,70
KUSHINAGAR,P. P. PIPARAHI,SUKRAULI,09590208503,33
KUSHINAGAR,P P BELAWA KHURD,SUKRAULI,09590208601,21
KUSHINAGAR,J.H.S. KEWATAN PADARI (1 to 8 COMPOSITE),SUKRAULI,09590208702,25
KUSHINAGAR,P.P. MOTI PAKAD SREEKANT,SUKRAULI,09590208802,60
KUSHINAGAR,AVADH NARESH VIMLA DEVI S.S.S. MOTIPAKAD SHRIKANT,,09590208804,9
KUSHINAGAR,P.P. LAGADI,SUKRAULI,09590209001,16
KUSHINAGAR,J H S MAINPURAWA,SUKRAULI,09590209101,33
KUSHINAGAR,P.P. SAHJAULI,SUKRAULI,09590209302,19
KUSHINAGAR,GANGA SINGH KANYA  P.M.V. TEEKAR,SUKRAULI,09590209303,2
KUSHINAGAR,SMT FULA DEVI RAMPUR TURKDIHA,,09590209402,6
KUSHINAGAR,P.P. SUBUDHIYA BUJURG,SUKRAULI,09590209601,34
KUSHINAGAR,P P BHARAWLIYA,SUKRAULI,09590209702,35
KUSHINAGAR,J.H.S. BHARWALIA,SUKRAULI,09590209703,30
KUSHINAGAR,J.H.S. BHARWALIA MATI. TOLA,SUKRAULI,09590209704,5
KUSHINAGAR,P.P.FATAKDAUNA,KHADDA,09590300101,20
KUSHINAGAR,SHRI GANDHI KISAN INTER COLLEGE,KHADDA,09590300102,27
KUSHINAGAR,P.P.LAKSHMIPUR PADARAHAWA,KHADDA,09590300201,9
KUSHINAGAR,P.P. DHOLHA RAMNAGAR,KHADDA,09590300202,29
KUSHINAGAR,J.H.S. MAGHI (1 to 8 COMPOSITE),KHADDA,09590300302,1
KUSHINAGAR,J.H.S. MNASHA CHHAPAR (1 to 8 COMPOSITE),KHADDA,09590300402,14
KUSHINAGAR,P.P.DHARAMPUR,KHADDA,09590300501,14
KUSHINAGAR,J.H.S. BAHOR CHHAPARA (1 to 8 COMPOSITE),KHADDA,09590300602,18
KUSHINAGAR,P.P.LNAGADI,KHADDA,09590300701,69
KUSHINAGAR,P.P.BHAJAN CHHAPARA,KHADDA,09590300801,1
KUSHINAGAR,J.H.S. BHAJAN CHHAPARA,KHADDA,09590300802,2
KUSHINAGAR,P.P.VISHUNPURA PASCHIM TOLA,KHADDA,09590300902,10
KUSHINAGAR,J.H.S. VISHUNPURA BUJURG (1 to 8 COMPOSITE),KHADDA,09590300903,72
KUSHINAGAR,J.H.S. VISHUNPURA KHAIRAHWA TOLA,KHADDA,09590300904,36
KUSHINAGAR,P.P.NARAKU CHHAPARA,KHADDA,09590301001,28
KUSHINAGAR,P.P.CHATUR CHHAPARA 2,KHADDA,09590301102,18
KUSHINAGAR,J.H.S. CHATUR CHHAPARA (1 to 8 COMPOSITE),KHADDA,09590301106,17
KUSHINAGAR,J.H.S. MATHIYA BUJURG (1 to 8 COMPOSITE),KHADDA,09590301203,88
KUSHINAGAR,P.P. NAWAL CHHAPARA,KHADDA,09590301301,11
KUSHINAGAR,MADARASA NAWAL CHHAPARA,KHADDA,09590301302,1
KUSHINAGAR,P.P.DHARANI PATTI,KHADDA,09590301401,18
KUSHINAGAR,J.H.S. SHIV DUTT CHHAPARA (1 to 8 COMPOSITE),KHADDA,09590301502,49
KUSHINAGAR,J.H.S. SHIV DUTT CHHAPARA (1 to 8 COMPOSITE),KHADDA,09590301505,1
KUSHINAGAR,P.P.UDHAW CHHAPARA,KHADDA,09590301601,21
KUSHINAGAR,P P BAHELIYA,KHADDA,09590301602,18
KUSHINAGAR,J.H.S.UDHAW CHHAPARA NAUKATOLA (1 to 8 COMPOSITE),KHADDA,09590301604,28
KUSHINAGAR,P.P.LILADHAR CHHAPARA,KHADDA,09590301701,50
KUSHINAGAR,P.P.BHUJAULI KHURD,KHADDA,09590301801,21
KUSHINAGAR,R U M V BHUJAULI BUJURG,KHADDA,09590301902,71
KUSHINAGAR,J.H.S.  BHUJAULI BAZAR (1 to 8 COMPOSITE),KHADDA,09590301903,29
KUSHINAGAR,P P BHAJUALI PURAB,KHADDA,09590301904,11
KUSHINAGAR,P.P.TINPARASA,KHADDA,09590302001,11
KUSHINAGAR,P.P.PATKHAULI,KHADDA,09590302101,17
KUSHINAGAR,J.H.S. PATKHAULI,KHADDA,09590302102,10
KUSHINAGAR,P.P.KHAIRI,KHADDA,09590302201,5
KUSHINAGAR,P P KHAIRI WEST,KHADDA,09590302202,14
KUSHINAGAR,J.H.S. KHAIRI (1 to 8 COMPOSITE),KHADDA,09590302203,15
KUSHINAGAR,P.P.CHHITAUNI PURVI (KATAI BH),KHADDA,09590302301,25
KUSHINAGAR,J.H.S. KATAI BHAR PURAWA (1 to 8 COMPOSITE),KHADDA,09590302303,76
KUSHINAGAR,RAJKIYA U.M.V. KATAIE BHARPURWA,KHADDA,09590302306,75
KUSHINAGAR,P P TAPASI TOLA,KHADDA,09590302307,35
KUSHINAGAR,P.P. BYAPARI TOLA,KHADDA,09590302308,13
KUSHINAGAR,P.P.DUSADHI PATTI,KHADDA,09590302401,12
KUSHINAGAR,J.H.S. KESHAV CHHAPARA (1 to 8 COMPOSITE),KHADDA,09590302504,27
KUSHINAGAR,P.P.TURKAHI,KHADDA,09590302601,16
KUSHINAGAR,P.P.DHANAHA,KHADDA,09590302701,12
KUSHINAGAR,P.P.PADARAHI,KHADDA,09590302801,5
KUSHINAGAR,"SRI MAHENDRA PRATAP LAL SKY INTERMEDIATE COLLEGE, PADARAHI JATAHA BAZAR KUSHINAGAR",,09590302804,6
KUSHINAGAR,P.P.GADAHIYA BASANTPUR,KHADDA,09590302901,15
KUSHINAGAR,J.H.S. GADAHIYA BASANT PUR  (1 to 8 COMPOSITE),KHADDA,09590302902,56
KUSHINAGAR,P.P.RAMPUR BANGAR,KHADDA,09590303001,44
KUSHINAGAR,J.H.S. LAUKARIYA (1 to 8 COMPOSITE),KHADDA,09590303006,18
KUSHINAGAR,P.P.BHAGALPUR,KHADDA,09590303101,23
KUSHINAGAR,P.P.KUNELI PATTI,KHADDA,09590303201,10
KUSHINAGAR,J H S KUNELI PATTI,KHADDA,09590303202,8
KUSHINAGAR,P.P.EKADNAGI,KHADDA,09590303301,34
KUSHINAGAR,J.H.S. BINDWALIA (1 to 8 COMPOSITE),KHADDA,09590303402,12
KUSHINAGAR,P.P.MAHESHARA,KHADDA,09590303501,57
KUSHINAGAR,P.P.NAUGNAWAN,KHADDA,09590303601,30
KUSHINAGAR,P.P. KUTTI TOLA NAUGNAWAN,KHADDA,09590303603,9
KUSHINAGAR,J.H.S. BHEDI JUNGLE (1 to 8 COMPOSITE),KHADDA,09590303704,28
KUSHINAGAR,J.H.S. PIPARIYA (1 to 8 COMPOSITE),KHADDA,09590303706,70
KUSHINAGAR,P.P.BARAWA RATANPUR,KHADDA,09590303801,16
KUSHINAGAR,P P NAUKATOLA BARAWA RATANPUR,KHADDA,09590303805,10
KUSHINAGAR,J.H.S. BANWARI CHHAPRA B.R. PUR (1 to 8 COMPOSITE),KHADDA,09590303808,23
KUSHINAGAR,P.P. RAMPUR JUNGAL 1,KHADDA,09590303901,15
KUSHINAGAR,J.H.S. RAMPUR JUNGAL (1 to 8 COMPOSITE),KHADDA,09590303903,20
KUSHINAGAR,P.P.RAMNAGAR,KHADDA,09590304001,5
KUSHINAGAR,J.H.S. JAKHANIA (1 to 8 COMPOSITE),KHADDA,09590304102,14
KUSHINAGAR,KILANI DEVI SMARAK PUBLIC I C JAKHINIYA KHADDA,KHADDA,09590304103,1
KUSHINAGAR,P.P.BASDILA,KHADDA,09590304201,12
KUSHINAGAR,P.P.BASDILA BHARTOLI,KHADDA,09590304202,25
KUSHINAGAR,P.P.NAUKATOLA,KHADDA,09590304301,5
KUSHINAGAR,J.H.S. AHIRAULI (1 to 8 COMPOSITE),KHADDA,09590304402,30
KUSHINAGAR,P.P. ZINDA CHHAPARA,KHADDA,09590304501,13
KUSHINAGAR,J.H.S. ZINDA CHHAPARA,KHADDA,09590304502,17
KUSHINAGAR,P.P. ZINDA CHHAPARA PURVI,KHADDA,09590304503,34
KUSHINAGAR,P.P.DHANAUJI,KHADDA,09590304601,16
KUSHINAGAR,P.P.KARDAH,KHADDA,09590304701,55
KUSHINAGAR,J.H.S. NARKAHAWA (1 to 8 COMPOSITE),KHADDA,09590304802,14
KUSHINAGAR,P.P.MALAHIYA,KHADDA,09590304901,70
KUSHINAGAR,J.H.S. MISHRAULI (1 to 8 COMPOSITE),KHADDA,09590305002,12
KUSHINAGAR,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,KHADDA,09590305003,76
KUSHINAGAR,J.H.S. DARAGAULI (1 to 8 COMPOSITE),KHADDA,09590305102,22
